,hashtags,id,name,screen_name,hashtags_count
107,Credit,140003488,IFC Africa,IFCAfrica,1
108,Côte,140003488,IFC Africa,IFCAfrica,2
109,CôtedIvoire,140003488,IFC Africa,IFCAfrica,3
110,DBinAfrica,140003488,IFC Africa,IFCAfrica,14
111,DFF,140003488,IFC Africa,IFCAfrica,1
112,DFFAfrica,140003488,IFC Africa,IFCAfrica,33
113,DFID,140003488,IFC Africa,IFCAfrica,1
114,DFIForum,140003488,IFC Africa,IFCAfrica,1
115,DFIs,140003488,IFC Africa,IFCAfrica,3
116,DFS,140003488,IFC Africa,IFCAfrica,17
117,DGGF,140003488,IFC Africa,IFCAfrica,1
118,DRC,140003488,IFC Africa,IFCAfrica,6
119,DYK,140003488,IFC Africa,IFCAfrica,32
120,Dakar,140003488,IFC Africa,IFCAfrica,7
121,Data,140003488,IFC Africa,IFCAfrica,9
122,DataAnalytics,140003488,IFC Africa,IFCAfrica,3
123,DataScience,140003488,IFC Africa,IFCAfrica,1
124,Datainsights,140003488,IFC Africa,IFCAfrica,1
125,Davos2019,140003488,IFC Africa,IFCAfrica,1
126,DeepDive,140003488,IFC Africa,IFCAfrica,1
127,DgitalFinance,140003488,IFC Africa,IFCAfrica,1
128,DidYouKnow,140003488,IFC Africa,IFCAfrica,8
129,Digital,140003488,IFC Africa,IFCAfrica,2
130,Digital2Equal,140003488,IFC Africa,IFCAfrica,2
131,DigitalEconomy,140003488,IFC Africa,IFCAfrica,1
132,DigitalFinance,140003488,IFC Africa,IFCAfrica,22
133,DigitalSkills,140003488,IFC Africa,IFCAfrica,1
134,Digitalaccess,140003488,IFC Africa,IFCAfrica,1
135,DisruptiveAgriTech,140003488,IFC Africa,IFCAfrica,1
136,Djibouti,140003488,IFC Africa,IFCAfrica,1
137,DoingBiz,140003488,IFC Africa,IFCAfrica,34
138,DoingBusiness,140003488,IFC Africa,IFCAfrica,9
139,DoingBusiness2020,140003488,IFC Africa,IFCAfrica,2
140,Doingbiz,140003488,IFC Africa,IFCAfrica,2
141,DrivingEquality,140003488,IFC Africa,IFCAfrica,1
142,Drones,140003488,IFC Africa,IFCAfrica,1
143,Dubai,140003488,IFC Africa,IFCAfrica,4
144,Dubaï,140003488,IFC Africa,IFCAfrica,2
145,ECOWAS,140003488,IFC Africa,IFCAfrica,2
146,EDBI2017Zambia,140003488,IFC Africa,IFCAfrica,18
147,EDBI2917Zambia,140003488,IFC Africa,IFCAfrica,1
148,EDD16,140003488,IFC Africa,IFCAfrica,6
149,EMCompass,140003488,IFC Africa,IFCAfrica,3
150,EachforEqual,140003488,IFC Africa,IFCAfrica,1
151,EarthDay2020,140003488,IFC Africa,IFCAfrica,1
152,EaseofBusinessAfrica,140003488,IFC Africa,IFCAfrica,1
153,EaseofDoingBusiness,140003488,IFC Africa,IFCAfrica,5
154,EaseofDoingBusinessAfrica,140003488,IFC Africa,IFCAfrica,2
155,EastAfrica,140003488,IFC Africa,IFCAfrica,5
156,Ebola,140003488,IFC Africa,IFCAfrica,3
157,EducationDay,140003488,IFC Africa,IFCAfrica,1
158,Egypt,140003488,IFC Africa,IFCAfrica,5
159,EmergingMarkets,140003488,IFC Africa,IFCAfrica,1
160,Emirats,140003488,IFC Africa,IFCAfrica,1
161,EmpowerWomen,140003488,IFC Africa,IFCAfrica,1
162,EndingChildMarriage,140003488,IFC Africa,IFCAfrica,1
163,Energy2Equal,140003488,IFC Africa,IFCAfrica,3
164,EnergyAccess,140003488,IFC Africa,IFCAfrica,1
165,Entrepreneurs,140003488,IFC Africa,IFCAfrica,2
166,EthioChicken,140003488,IFC Africa,IFCAfrica,1
167,Ethiopia,140003488,IFC Africa,IFCAfrica,19
168,Ethiopie,140003488,IFC Africa,IFCAfrica,2
169,FCS,140003488,IFC Africa,IFCAfrica,1
170,FIHA,140003488,IFC Africa,IFCAfrica,1
171,FTAfricaPayments,140003488,IFC Africa,IFCAfrica,11
172,FTIFCAwards,140003488,IFC Africa,IFCAfrica,47
173,Farmers,140003488,IFC Africa,IFCAfrica,1
174,Fin4DevMOOC,140003488,IFC Africa,IFCAfrica,1
175,Finance,140003488,IFC Africa,IFCAfrica,3
176,Finance2Equal,140003488,IFC Africa,IFCAfrica,1
177,Finance2EqualTanzania,140003488,IFC Africa,IFCAfrica,4
178,FinancialAccess,140003488,IFC Africa,IFCAfrica,1
179,FinancialInclusion,140003488,IFC Africa,IFCAfrica,9
180,FinancialInstitutions,140003488,IFC Africa,IFCAfrica,1
181,Financialinclusion,140003488,IFC Africa,IFCAfrica,4
182,FinclusionWeek,140003488,IFC Africa,IFCAfrica,1
183,Finland,140003488,IFC Africa,IFCAfrica,1
184,Fintech,140003488,IFC Africa,IFCAfrica,1
185,Forum,140003488,IFC Africa,IFCAfrica,1
186,Fragile,140003488,IFC Africa,IFCAfrica,3
187,FragileStates,140003488,IFC Africa,IFCAfrica,3
188,Franceville,140003488,IFC Africa,IFCAfrica,1
189,Freetown,140003488,IFC Africa,IFCAfrica,1
190,French,140003488,IFC Africa,IFCAfrica,1
191,FridayFeeling,140003488,IFC Africa,IFCAfrica,1
192,G20,140003488,IFC Africa,IFCAfrica,1
193,G20OsakaSummit,140003488,IFC Africa,IFCAfrica,1
194,GAFSP,140003488,IFC Africa,IFCAfrica,2
195,GDP,140003488,IFC Africa,IFCAfrica,2
196,GLOBEcapital,140003488,IFC Africa,IFCAfrica,1
197,Gabon,140003488,IFC Africa,IFCAfrica,2
198,Gender,140003488,IFC Africa,IFCAfrica,3
199,GenderBell,140003488,IFC Africa,IFCAfrica,1
200,GenderEquality,140003488,IFC Africa,IFCAfrica,1
201,GenderSmartBiz,140003488,IFC Africa,IFCAfrica,20
202,GendersmartBiz,140003488,IFC Africa,IFCAfrica,4
203,Gendersmartbiz,140003488,IFC Africa,IFCAfrica,10
204,GenerationEquality,140003488,IFC Africa,IFCAfrica,2
205,Germany,140003488,IFC Africa,IFCAfrica,1
206,GermanyGhanaInvestorsForum,140003488,IFC Africa,IFCAfrica,2
207,Ghana,140003488,IFC Africa,IFCAfrica,32
208,GhanaDFSI,140003488,IFC Africa,IFCAfrica,2
209,GhanaStockExchange,140003488,IFC Africa,IFCAfrica,1
210,GlobalLeadershipAward,140003488,IFC Africa,IFCAfrica,1
211,GlobalLeadershipAwards,140003488,IFC Africa,IFCAfrica,1
212,GlobalTechChallenge,140003488,IFC Africa,IFCAfrica,2
213,Goal7,140003488,IFC Africa,IFCAfrica,1
214,Governance,140003488,IFC Africa,IFCAfrica,1
215,GreenBond,140003488,IFC Africa,IFCAfrica,1
216,GreenBonds,140003488,IFC Africa,IFCAfrica,1
217,Guinea,140003488,IFC Africa,IFCAfrica,7
218,Hanoi,140003488,IFC Africa,IFCAfrica,1
219,HappeningNow,140003488,IFC Africa,IFCAfrica,2
220,HappyAfricaDay,140003488,IFC Africa,IFCAfrica,1
221,HerHome,140003488,IFC Africa,IFCAfrica,1
222,Housing,140003488,IFC Africa,IFCAfrica,1
223,HousingFinance,140003488,IFC Africa,IFCAfrica,3
224,IATI,140003488,IFC Africa,IFCAfrica,1
225,ICT,140003488,IFC Africa,IFCAfrica,1
226,IDA18,140003488,IFC Africa,IFCAfrica,1
227,IDAWorks,140003488,IFC Africa,IFCAfrica,1
228,IFC,140003488,IFC Africa,IFCAfrica,38
229,IFCAFrica,140003488,IFC Africa,IFCAfrica,2
230,IFCAfrica,140003488,IFC Africa,IFCAfrica,8
231,IFCClimate,140003488,IFC Africa,IFCAfrica,3
232,IFCCreatingMarkets,140003488,IFC Africa,IFCAfrica,19
233,IFCEducation,140003488,IFC Africa,IFCAfrica,2
234,IFCExchange,140003488,IFC Africa,IFCAfrica,1
235,IFCExchange2018,140003488,IFC Africa,IFCAfrica,1
236,IFCFoodSafety,140003488,IFC Africa,IFCAfrica,4
237,IFCFr,140003488,IFC Africa,IFCAfrica,1
238,IFCFrontierMarkets,140003488,IFC Africa,IFCAfrica,4
239,IFCFrontiermarkets,140003488,IFC Africa,IFCAfrica,1
240,IFCHealth,140003488,IFC Africa,IFCAfrica,1
241,IFCHerHome,140003488,IFC Africa,IFCAfrica,2
242,IFCInclusiveBusinessSolutions,140003488,IFC Africa,IFCAfrica,3
243,IFCInsights,140003488,IFC Africa,IFCAfrica,1
244,IFCMarkets,140003488,IFC Africa,IFCAfrica,2
245,IFCNatResources,140003488,IFC Africa,IFCAfrica,1
246,IFCOrg,140003488,IFC Africa,IFCAfrica,1
247,IFCPerspectives,140003488,IFC Africa,IFCAfrica,2
248,IFCWomen,140003488,IFC Africa,IFCAfrica,1
249,IFCclimate,140003488,IFC Africa,IFCAfrica,8
250,IFCeducation,140003488,IFC Africa,IFCAfrica,3
251,IFCexchange,140003488,IFC Africa,IFCAfrica,16
252,IFCexchange2017,140003488,IFC Africa,IFCAfrica,1
253,IFCgender,140003488,IFC Africa,IFCAfrica,1
254,IFCimpact,140003488,IFC Africa,IFCAfrica,10
255,IFCimpacts,140003488,IFC Africa,IFCAfrica,1
256,IFCinsights,140003488,IFC Africa,IFCAfrica,18
257,IFCmarkets,140003488,IFC Africa,IFCAfrica,51
258,IFCperspectives,140003488,IFC Africa,IFCAfrica,1
259,IFCtrailblazers,140003488,IFC Africa,IFCAfrica,6
260,IFTWA,140003488,IFC Africa,IFCAfrica,5
261,IGNITE2017,140003488,IFC Africa,IFCAfrica,2
262,IGNITE2019,140003488,IFC Africa,IFCAfrica,1
263,ITOCHU,140003488,IFC Africa,IFCAfrica,1
264,IWD,140003488,IFC Africa,IFCAfrica,1
265,IWD2017,140003488,IFC Africa,IFCAfrica,4
266,IWD2017PrivateSector,140003488,IFC Africa,IFCAfrica,5
267,IWD2017Privatesector,140003488,IFC Africa,IFCAfrica,1
268,IWD2018,140003488,IFC Africa,IFCAfrica,5
269,IWD2019,140003488,IFC Africa,IFCAfrica,1
270,IWD2020,140003488,IFC Africa,IFCAfrica,1
271,IWDPrivateSector,140003488,IFC Africa,IFCAfrica,1
272,IamACF,140003488,IFC Africa,IFCAfrica,2
273,Improving,140003488,IFC Africa,IFCAfrica,1
274,InclusiveBusinessSolutions,140003488,IFC Africa,IFCAfrica,1
275,India,140003488,IFC Africa,IFCAfrica,1
276,Infrastructure,140003488,IFC Africa,IFCAfrica,1
277,Innovation,140003488,IFC Africa,IFCAfrica,2
278,InnovativeFinanance,140003488,IFC Africa,IFCAfrica,1
279,InnovativeFinance,140003488,IFC Africa,IFCAfrica,17
280,InnovativeFinancing,140003488,IFC Africa,IFCAfrica,1
281,InnovativeFinnace,140003488,IFC Africa,IFCAfrica,1
282,Insolvency,140003488,IFC Africa,IFCAfrica,1
283,InternationalWomensDay2020,140003488,IFC Africa,IFCAfrica,1
284,Invest4Tomorrow,140003488,IFC Africa,IFCAfrica,8
285,InvestInAfrica,140003488,IFC Africa,IFCAfrica,1
286,InvestInInfra,140003488,IFC Africa,IFCAfrica,1
287,InvestinEgypt,140003488,IFC Africa,IFCAfrica,1
288,Investment,140003488,IFC Africa,IFCAfrica,9
289,Investors4Impact,140003488,IFC Africa,IFCAfrica,5
290,Irrigation,140003488,IFC Africa,IFCAfrica,1
291,Israel,140003488,IFC Africa,IFCAfrica,1
292,JCAP,140003488,IFC Africa,IFCAfrica,1
293,JCAP2020,140003488,IFC Africa,IFCAfrica,14
294,Jakarta,140003488,IFC Africa,IFCAfrica,1
295,Japan,140003488,IFC Africa,IFCAfrica,1
296,JazzDay,140003488,IFC Africa,IFCAfrica,1
297,Job,140003488,IFC Africa,IFCAfrica,1
298,Jobs,140003488,IFC Africa,IFCAfrica,3
299,Jobs4Growth,140003488,IFC Africa,IFCAfrica,2
300,Johannesburg,140003488,IFC Africa,IFCAfrica,3
301,Jumoke,140003488,IFC Africa,IFCAfrica,1
302,KYC,140003488,IFC Africa,IFCAfrica,1
303,Kakuma,140003488,IFC Africa,IFCAfrica,2
304,KamauThugge,140003488,IFC Africa,IFCAfrica,1
305,KeepClientsFirst,140003488,IFC Africa,IFCAfrica,1
306,Kenya,140003488,IFC Africa,IFCAfrica,38
307,KenyaPower,140003488,IFC Africa,IFCAfrica,1
308,Kenyan,140003488,IFC Africa,IFCAfrica,1
309,Kenyans,140003488,IFC Africa,IFCAfrica,1
310,Kigali,140003488,IFC Africa,IFCAfrica,3
311,Kipeto,140003488,IFC Africa,IFCAfrica,1
312,LSV,140003488,IFC Africa,IFCAfrica,1
313,LatinAmerica,140003488,IFC Africa,IFCAfrica,2
314,Lekela,140003488,IFC Africa,IFCAfrica,1
315,Libera,140003488,IFC Africa,IFCAfrica,1
316,Liberia,140003488,IFC Africa,IFCAfrica,17
317,LightingGlobal,140003488,IFC Africa,IFCAfrica,1
318,LiveNow,140003488,IFC Africa,IFCAfrica,1
319,Logistics,140003488,IFC Africa,IFCAfrica,1
320,M,140003488,IFC Africa,IFCAfrica,1
321,MDBs,140003488,IFC Africa,IFCAfrica,1
322,MDBsToolbox,140003488,IFC Africa,IFCAfrica,4
323,MENA,140003488,IFC Africa,IFCAfrica,2
324,MSME,140003488,IFC Africa,IFCAfrica,3
325,MSMEs,140003488,IFC Africa,IFCAfrica,12
326,Mabuhay,140003488,IFC Africa,IFCAfrica,1
327,Madagascar,140003488,IFC Africa,IFCAfrica,5
328,Malawi,140003488,IFC Africa,IFCAfrica,13
329,Mali,140003488,IFC Africa,IFCAfrica,2
330,MandelaDay,140003488,IFC Africa,IFCAfrica,1
331,Maroc,140003488,IFC Africa,IFCAfrica,1
332,Marrakech,140003488,IFC Africa,IFCAfrica,1
333,MasterCardFoundation,140003488,IFC Africa,IFCAfrica,1
334,Mauritania,140003488,IFC Africa,IFCAfrica,9
335,Mauritanie,140003488,IFC Africa,IFCAfrica,1
336,Mauritius,140003488,IFC Africa,IFCAfrica,1
337,Measurement,140003488,IFC Africa,IFCAfrica,3
338,Middle,140003488,IFC Africa,IFCAfrica,5
339,MiddleEast,140003488,IFC Africa,IFCAfrica,13
340,MiningIndaba2020,140003488,IFC Africa,IFCAfrica,2
341,MiningIndustrySolutions,140003488,IFC Africa,IFCAfrica,1
342,Mobile,140003488,IFC Africa,IFCAfrica,2
343,MobileMoney,140003488,IFC Africa,IFCAfrica,2
344,Mobilemoney,140003488,IFC Africa,IFCAfrica,19
345,Mobisol,140003488,IFC Africa,IFCAfrica,3
346,Mombasa,140003488,IFC Africa,IFCAfrica,1
347,Moodys,140003488,IFC Africa,IFCAfrica,1
348,Morocco,140003488,IFC Africa,IFCAfrica,3
349,MoyenOrient,140003488,IFC Africa,IFCAfrica,7
350,NGBMD,140003488,IFC Africa,IFCAfrica,1
351,Nairobi,140003488,IFC Africa,IFCAfrica,14
352,NationalNutDay,140003488,IFC Africa,IFCAfrica,3
353,Nationals,140003488,IFC Africa,IFCAfrica,1
354,Niger,140003488,IFC Africa,IFCAfrica,1
355,Nigeria,140003488,IFC Africa,IFCAfrica,38
356,Nigerians,140003488,IFC Africa,IFCAfrica,1
357,Nigéria,140003488,IFC Africa,IFCAfrica,2
358,NobelPeacePrize,140003488,IFC Africa,IFCAfrica,1
359,NursesDay,140003488,IFC Africa,IFCAfrica,1
360,NutDay,140003488,IFC Africa,IFCAfrica,1
361,Nyeri,140003488,IFC Africa,IFCAfrica,1
362,OEWA410,140003488,IFC Africa,IFCAfrica,1
363,OGCAfrica17,140003488,IFC Africa,IFCAfrica,1
364,OPIC,140003488,IFC Africa,IFCAfrica,1
365,Obi,140003488,IFC Africa,IFCAfrica,1
366,OffGrid,140003488,IFC Africa,IFCAfrica,3
367,OnePlanetSummit,140003488,IFC Africa,IFCAfrica,6
368,Operations,140003488,IFC Africa,IFCAfrica,2
369,PDES,140003488,IFC Africa,IFCAfrica,6
370,PME,140003488,IFC Africa,IFCAfrica,2
371,PNDES,140003488,IFC Africa,IFCAfrica,20
372,PPE,140003488,IFC Africa,IFCAfrica,2
373,PPEs,140003488,IFC Africa,IFCAfrica,2
374,PPI,140003488,IFC Africa,IFCAfrica,1
375,PPP,140003488,IFC Africa,IFCAfrica,7
376,PPPs,140003488,IFC Africa,IFCAfrica,2
377,PR,140003488,IFC Africa,IFCAfrica,1
378,PV,140003488,IFC Africa,IFCAfrica,3
379,Pakistan,140003488,IFC Africa,IFCAfrica,1
380,PanamaCanal,140003488,IFC Africa,IFCAfrica,1
381,Paris,140003488,IFC Africa,IFCAfrica,1
382,PartechAfrica,140003488,IFC Africa,IFCAfrica,1
383,Population,140003488,IFC Africa,IFCAfrica,1
384,Portugal,140003488,IFC Africa,IFCAfrica,1
385,Power,140003488,IFC Africa,IFCAfrica,1
386,PowerAfrica,140003488,IFC Africa,IFCAfrica,2
387,PrivSec4Dev,140003488,IFC Africa,IFCAfrica,52
388,PrivSecDev,140003488,IFC Africa,IFCAfrica,2
389,PrivSecc4Dev,140003488,IFC Africa,IFCAfrica,13
390,PrivateSec4Dev,140003488,IFC Africa,IFCAfrica,1
391,Privatesector,140003488,IFC Africa,IFCAfrica,2
392,Promasidor,140003488,IFC Africa,IFCAfrica,1
393,Protecting,140003488,IFC Africa,IFCAfrica,1
394,PrrivSec4Dev,140003488,IFC Africa,IFCAfrica,1
395,Puntland,140003488,IFC Africa,IFCAfrica,1
396,RDC,140003488,IFC Africa,IFCAfrica,1
397,RFF2016,140003488,IFC Africa,IFCAfrica,1
398,RFF2018,140003488,IFC Africa,IFCAfrica,1
399,Refugee,140003488,IFC Africa,IFCAfrica,1
400,RefugeeForum,140003488,IFC Africa,IFCAfrica,3
401,RenewableEnergy,140003488,IFC Africa,IFCAfrica,2
402,ResilientRecovery,140003488,IFC Africa,IFCAfrica,1
403,Results,140003488,IFC Africa,IFCAfrica,3
404,RideHailing,140003488,IFC Africa,IFCAfrica,8
405,Rwanda,140003488,IFC Africa,IFCAfrica,13
406,SAEconomicUpdate,140003488,IFC Africa,IFCAfrica,4
407,SDGs,140003488,IFC Africa,IFCAfrica,10
408,SEC,140003488,IFC Africa,IFCAfrica,1
409,SECO,140003488,IFC Africa,IFCAfrica,1
410,SFI,140003488,IFC Africa,IFCAfrica,2
411,SIPAGala2018,140003488,IFC Africa,IFCAfrica,1
412,SME,140003488,IFC Africa,IFCAfrica,16
413,SMEFinance,140003488,IFC Africa,IFCAfrica,1
414,SMEPush,140003488,IFC Africa,IFCAfrica,8
415,SMES,140003488,IFC Africa,IFCAfrica,1
416,SMEVentures,140003488,IFC Africa,IFCAfrica,35
417,SMEs,140003488,IFC Africa,IFCAfrica,41
418,SOFITEX,140003488,IFC Africa,IFCAfrica,2
419,SOTIR2018,140003488,IFC Africa,IFCAfrica,1
420,SSA,140003488,IFC Africa,IFCAfrica,1
421,Sankofagas,140003488,IFC Africa,IFCAfrica,1
422,SaveTheDate,140003488,IFC Africa,IFCAfrica,1
423,ScalingSolar,140003488,IFC Africa,IFCAfrica,21
424,Scarcity,140003488,IFC Africa,IFCAfrica,1
425,Scatec,140003488,IFC Africa,IFCAfrica,1
426,Senegal,140003488,IFC Africa,IFCAfrica,18
427,Seychelles,140003488,IFC Africa,IFCAfrica,15
428,SharingEconomy,140003488,IFC Africa,IFCAfrica,2
429,SheWorks,140003488,IFC Africa,IFCAfrica,1
430,SierraLeone,140003488,IFC Africa,IFCAfrica,4
431,SoFI2016,140003488,IFC Africa,IFCAfrica,4
432,SoFI2017,140003488,IFC Africa,IFCAfrica,1
433,SocialDistancing,140003488,IFC Africa,IFCAfrica,1
434,Solar,140003488,IFC Africa,IFCAfrica,2
435,SolomonIslands,140003488,IFC Africa,IFCAfrica,1
436,Somali,140003488,IFC Africa,IFCAfrica,1
437,Somalia,140003488,IFC Africa,IFCAfrica,7
438,SouthAfrica,140003488,IFC Africa,IFCAfrica,20
439,SubSaharanAfrica,140003488,IFC Africa,IFCAfrica,1
440,Switzerland,140003488,IFC Africa,IFCAfrica,1
441,Sénégal,140003488,IFC Africa,IFCAfrica,3
442,TCADVI,140003488,IFC Africa,IFCAfrica,1
443,TEDTalk,140003488,IFC Africa,IFCAfrica,1
444,TFWA,140003488,IFC Africa,IFCAfrica,1
445,TICAD6,140003488,IFC Africa,IFCAfrica,56
446,TICAD7,140003488,IFC Africa,IFCAfrica,4
447,TICADVI,140003488,IFC Africa,IFCAfrica,11
448,TICADVi,140003488,IFC Africa,IFCAfrica,4
449,TacklingChildcare,140003488,IFC Africa,IFCAfrica,2
450,TaifaMoja,140003488,IFC Africa,IFCAfrica,3
451,Tanzania,140003488,IFC Africa,IFCAfrica,12
452,TechEmergeHealth,140003488,IFC Africa,IFCAfrica,6
453,Technology,140003488,IFC Africa,IFCAfrica,3
454,Telcar,140003488,IFC Africa,IFCAfrica,1
455,Telecom,140003488,IFC Africa,IFCAfrica,1
456,Telecoms,140003488,IFC Africa,IFCAfrica,1
457,Tiviski,140003488,IFC Africa,IFCAfrica,2
458,Togo,140003488,IFC Africa,IFCAfrica,5
459,Tokyo,140003488,IFC Africa,IFCAfrica,2
460,TradeFinance,140003488,IFC Africa,IFCAfrica,1
461,Transparency,140003488,IFC Africa,IFCAfrica,1
462,Trust,140003488,IFC Africa,IFCAfrica,1
463,Tunisia,140003488,IFC Africa,IFCAfrica,3
464,Tunisie,140003488,IFC Africa,IFCAfrica,2
465,UAE,140003488,IFC Africa,IFCAfrica,2
466,UEMOA,140003488,IFC Africa,IFCAfrica,2
467,UHCAfrica,140003488,IFC Africa,IFCAfrica,2
468,UKAfricaInvestmentSummit,140003488,IFC Africa,IFCAfrica,1
